pdb_id,entity_id,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,status,revision_date,release_date,processing_site,deposition_site,deposition_date,superseded_by,obsoletes,pfam_accession,pfam_name,pfam_clan_name,pfam_description,interpro_accession,interpro_name,cath_code,cath_class,cath_architecture,cath_topology,cath_homologous_superfamily,ec_number,enzyme_name,enzyme_systematic_name,ec_hierarchy_name,go_id,biological_process,biological_function,biological_cell_component,scop_class,scop_fold,scop_superfamily,scop_family,uniprot_accession,uniprot_id,uniprot_coverage,bmrb_id,emdb_id,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph
1d6z,1,Science,286,,,Visualization of dioxygen bound to copper during enzyme catalysis.,10.1126/science.286.5445.1724,1724-8,1999,10576737,"Wilmot\, C.M.,Hajdu\, J.,McPherson\, M.J.,Knowles\, P.F.,Phillips\, S.E.",REL,2018-01-31T01:00:00Z,2000-02-02T01:00:00Z,RCSB,RCSB,1999-10-16T01:00:00Z,,,"PF01179,PF02728,PF02727,PF07833","Cu_amine_oxid,Cu_amine_oxidN3,Cu_amine_oxidN2,Cu_amine_oxidN1","CuAO_N2_N3,CuAO_N2_N3","Copper amine oxidase\, enzyme domain,Copper amine oxidase\, N3 domain,Copper amine oxidase\, N2 domain,Copper amine oxidase N-terminal domain","IPR015800,IPR012854,IPR000269,IPR036460,IPR036582,IPR015802,IPR016182,IPR015798","Copper amine oxidase\, N2-terminal,Copper amine oxidase-like\, N-terminal,Copper amine oxidase,Copper amine oxidase\, catalytic domain superfamily,Copper amine oxidase-like\, N-terminal domain superfamily,Copper amine oxidase\, N3-terminal,Copper amine oxidase\, N-terminal,Copper amine oxidase\, catalytic domain","3.30.457.10,2.70.98.20,3.10.450.40","Alpha Beta,Mainly Beta,Alpha Beta","2-Layer Sandwich,Distorted Sandwich,Roll","Copper Amine Oxidase; Chain A\, domain 1,Beta-galactosidase; Chain A\, domain 5,Nuclear Transport Factor 2; Chain: A\,","Copper Amine Oxidase; Chain A\, domain 1,Copper amine oxidase\, Domain 3,Nuclear Transport Factor 2; Chain: A\,",1.4.3.21,Primary-amine oxidase,Primary-amine:oxygen oxidoreductase (deaminating),"Oxidoreductases,Acting on the CH-NH(2) group of donors,With oxygen as acceptor,Primary-amine oxidase","GO:0009308,GO:0019607,GO:0055114,GO:0006559,GO:0005509,GO:0052594,GO:0052595,GO:0008131,GO:0052596,GO:0046872,GO:0048038,GO:0016491,GO:0052593,GO:0005507,GO:0042597","amine metabolic process,phenylethylamine catabolic process,oxidation-reduction process,L-phenylalanine catabolic process","calcium ion binding,aminoacetone:oxygen oxidoreductase(deaminating) activity,aliphatic-amine oxidase activity,primary amine oxidase activity,phenethylamine:oxygen oxidoreductase (deaminating) activity,metal ion binding,quinone binding,oxidoreductase activity,tryptamine:oxygen oxidoreductase (deaminating) activity,copper ion binding",periplasmic space,"Alpha and beta proteins (a+b),All beta proteins,Alpha and beta proteins (a+b)","N domain of copper amine oxidase-like,Supersandwich,Cystatin-like","Copper amine oxidase\, domain N,Amine oxidase catalytic domain,Amine oxidase N-terminal region","Copper amine oxidase\, domain N,Amine oxidase catalytic domain,Amine oxidase N-terminal region",P46883,AMO_ECOLI,"1.0,1.0",,,X-ray diffraction,y,CRYSTAL STRUCTURE OF THE AEROBICALLY FREEZE TRAPPED RATE-DETERMINING CATALYTIC INTERMEDIATE OF E. COLI COPPER-CONTAINING AMINE OXIDASE.,"McPherson\, M.J.,Wilmot\, C.M.,Hajdu\, J.,Knowles\, P.F.,Phillips\, S.E.V.",Engineered,Image plate,MARRESEARCH,PX9.5,Synchrotron,Single wavelength,,,P 21 21 21,,SRS,,,,,,,,
6ehp,5,Science,358,,,Crystal structure of the human lysosomal mTORC1 scaffold complex and its impact on signaling.,10.1126/science.aao1583,377-381,2017,28935770,"de Araujo\, M.E.G.,Naschberger\, A.,Furnrohr\, B.G.,Stasyk\, T.,Dunzendorfer-Matt\, T.,Lechner\, S.,Welti\, S.,Kremser\, L.,Shivalingaiah\, G.,Offterdinger\, M.,Lindner\, H.H.,Huber\, L.A.,Scheffzek\, K.",REL,2018-01-31T01:00:00Z,2017-10-04T01:00:00Z,PDBE,PDBE,2017-09-14T01:00:00Z,,,,,,,"IPR026310,IPR028209","LAMTOR1-like,LAMTOR1/MEH1",,,,,,,,,,"GO:0032439,GO:0042632,GO:0071230,GO:0032008,GO:0043410,GO:0007040,GO:0001919,GO:0071986,GO:0031902,GO:0045121","endosome localization,cholesterol homeostasis,cellular response to amino acid stimulus,positive regulation of TOR signaling,positive regulation of MAPK cascade,lysosome organization,regulation of receptor recycling",,"Ragulator complex,late endosome membrane,membrane raft",,,,,Q6IAA8,LTOR1_HUMAN,0.88,,,X-ray diffraction,y,The crystal structure of the human LAMTOR complex,"Scheffzek\, K.,Naschberger\, A.",Engineered,Pixel,DECTRIS PILATUS3 2M,ID23-1,Synchrotron,Single wavelength,,,P 41 2 2,,ESRF,,,,,,,,
6ehp,3,Science,358,,,Crystal structure of the human lysosomal mTORC1 scaffold complex and its impact on signaling.,10.1126/science.aao1583,377-381,2017,28935770,"de Araujo\, M.E.G.,Naschberger\, A.,Furnrohr\, B.G.,Stasyk\, T.,Dunzendorfer-Matt\, T.,Lechner\, S.,Welti\, S.,Kremser\, L.,Shivalingaiah\, G.,Offterdinger\, M.,Lindner\, H.H.,Huber\, L.A.,Scheffzek\, K.",REL,2018-01-31T01:00:00Z,2017-10-04T01:00:00Z,PDBE,PDBE,2017-09-14T01:00:00Z,,,PF16672,LAMTOR5,PF,Ragulator complex protein LAMTOR5,IPR024135,Ragulator complex protein LAMTOR5,,,,,,,,,,"GO:0043066,GO:0032008,GO:0071230,GO:0019079,GO:0009615,GO:0008361,GO:0043154,GO:0007050,GO:0016241,GO:0061462,GO:0005515,GO:0032947,GO:0005085,GO:0005829,GO:0005765,GO:0071986,GO:0005737,GO:0005764","negative regulation of apoptotic process,positive regulation of TOR signaling,cellular response to amino acid stimulus,viral genome replication,response to virus,regulation of cell size,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,cell cycle arrest,regulation of macroautophagy,protein localization to lysosome","protein binding,protein complex scaffold activity,guanyl-nucleotide exchange factor activity","cytosol,lysosomal membrane,Ragulator complex,cytoplasm,lysosome",,,,,O43504,LTOR5_HUMAN,1.0,,,X-ray diffraction,y,The crystal structure of the human LAMTOR complex,"Scheffzek\, K.,Naschberger\, A.",Engineered,Pixel,DECTRIS PILATUS3 2M,ID23-1,Synchrotron,Single wavelength,,,P 41 2 2,,ESRF,,,,,,,,
1xq7,2,To be published,,,,Cyclophilin from Trypanosoma Cruzi Bound to Cyclosporin A,,,,,"Caruthers\, J.M.,Hol\, W.G.J.,Structural Genomics of Pathogenic Protozoa Consortium",REL,2018-01-31T01:00:00Z,2004-12-21T01:00:00Z,RCSB,RCSB,2004-10-11T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,Cyclophilin from Trypanosoma cruzi bound to cyclosporin A,"Structural Genomics of Pathogenic Protozoa Consortium (SGPP),Caruthers\, J.M.,Hol\, W.G.J.",Synthetic,CCD,ADSC QUANTUM 4,5.0.1,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 1,,ALS,,,,,SGPP,Structural Genomics of Pathogenic Protozoa Consortium,"POTASSIUM PHOSPHATE,POLYETHYLENE GLYCOL 8000",
5o31,6,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,"PF10589,PF10531,PF01512","NADH_4Fe-4S,SLBB,Complex1_51K","Ubiquitin,Hybrid","NADH-ubiquinone oxidoreductase-F iron-sulfur binding region,SLBB domain,Respiratory-chain NADH dehydrogenase 51 Kd subunit",,,,,,,,"1.6.5.3,1.6.99.3","NADH:ubiquinone reductase (H(+)-translocating),NADH dehydrogenase","NADH:ubiquinone oxidoreductase,NADH:acceptor oxidoreductase","Oxidoreductases,Acting on NADH or NADPH,With a quinone or similar compound as acceptor,NADH:ubiquinone reductase (H(+)-translocating),Oxidoreductases,Acting on NADH or NADPH,With other acceptors,NADH dehydrogenase",,,,,,,,,P25708,NDUV1_BOVIN,1.0,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
5q0q,2,J. Comput. Aided Mol. Des.,32,,,"D3R Grand Challenge 2: blind prediction of protein-ligand poses, affinity rankings, and relative binding free energies.",10.1007/s10822-017-0088-4,1-20,2017,29204945,"Gaieb\, Z.,Liu\, S.,Gathiaka\, S.,Chiu\, M.,Yang\, H.,Shao\, C.,Feher\, V.A.,Walters\, W.P.,Kuhn\, B.,Rudolph\, M.G.,Burley\, S.K.,Gilson\, M.K.,Amaro\, R.E.",REL,2018-01-31T01:00:00Z,2017-07-05T01:00:00Z,RCSB,RCSB,2017-05-31T01:00:00Z,,,,,,,,,,,,,,2.3.1.48,Histone acetyltransferase,Acetyl-CoA:[protein]-L-lysine acetyltransferase,"Transferases,Acyltransferases,Transferring groups other than amino-acyl groups,Histone acetyltransferase",,,,,,,,,Q15788,NCOA1_HUMAN,"0.01,0.01",,,X-ray diffraction,y,Ligand binding to FARNESOID-X-RECEPTOR,"Rudolph\, M.G.,Kuhn\, B.,Shao\, C.,Burley\, S.K.,Ruf\, A.,Burger\, D.,Joseph\, C.,Yang\, H.,Benz\, J.,Thoma\, R.",Synthetic,CCD,MARMOSAIC 225 mm CCD,X10SA,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 2,,SLS,,,,MR,,,,
6eu1,4,Nature,553,,,Structural basis of RNA polymerase III transcription initiation.,10.1038/nature25441,301-306,2018,29345637,"Abascal-Palacios\, G.,Ramsay\, E.P.,Beuron\, F.,Morris\, E.,Vannini\, A.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-10-27T01:00:00Z,,,PF03874,RNA_pol_Rpb4,HRDC-like,RNA polymerase Rpb4,,,,,,,,,,,,,,,,,,,,P47076,RPC9_YEAST,1.0,,emd-3956,Electron Microscopy,,RNA Polymerase III - open DNA complex (OC-POL3),"Morris\, E.,Abascal-Palacios\, G.,Beuron\, F.,Ramsay\, E.P.,Vannini\, A.",Natural,,,,,,,,P 1,,,,,,,,,,
5o31,10,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,PF00420,Oxidored_q2,,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,,,,,,,,1.6.5.3,NADH:ubiquinone reductase (H(+)-translocating),NADH:ubiquinone oxidoreductase,"Oxidoreductases,Acting on NADH or NADPH,With a quinone or similar compound as acceptor,NADH:ubiquinone reductase (H(+)-translocating)",,,,,,,,,P03902,NU4LM_BOVIN,1.0,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
5o31,28,To be published,,,,Mitochondrial complex I in the deactive state,,,,,"Blaza\, J.N.,Vinothkumar\, K.R.,Hirst\, J.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-05-23T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emd-3731,Electron Microscopy,,Mitochondrial complex I in the deactive state,"Vinothkumar\, K.R.,Blaza\, J.N.,Hirst\, J.",Natural,,,,,,,,P 1,,,,,,,,,,
6enf,33,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF00252,Ribosomal_L16,,Ribosomal protein L16p/L10e,"IPR020798,IPR036920,IPR000114,IPR016180","Ribosomal protein L16\, conserved site,Ribosomal protein L10e/L16 superfamily,Ribosomal protein L16,Ribosomal protein L10e/L16",,,,,,,,,,"GO:0000027,GO:0003735,GO:0003723,GO:0000049,GO:0019843,GO:0005840,GO:0030529,GO:0022625",ribosomal large subunit assembly,"structural constituent of ribosome,RNA binding,tRNA binding,rRNA binding","ribosome,intracellular ribonucleoprotein complex,cytosolic large ribosomal subunit",,,,,P0ADY7,RL16_ECOLI,1.0,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
1npf,1,Proteins,53,,,Crystal structures of ferrous horse heart myoglobin complexed with nitric oxide and nitrosoethane.,10.1002/prot.10495,182-92,2003,14517970,"Copeland\, D.M.,West\, A.H.,Richter-Addo\, G.B.",REL,2018-01-31T01:00:00Z,2003-11-11T01:00:00Z,RCSB,RCSB,2003-01-17T01:00:00Z,,,PF00042,Globin,Globin,Globin,"IPR002335,IPR009050,IPR000971","Myoglobin,Globin-like superfamily,Globin",1.10.490.10,Mainly Alpha,Orthogonal Bundle,Globin-like,Globins,,,,,"GO:0015671,GO:0046872,GO:0005344,GO:0019825,GO:0020037",oxygen transport,"metal ion binding,oxygen carrier activity,oxygen binding,heme binding",,All alpha proteins,Globin-like,Globin-like,Globins,P68082,MYG_HORSE,0.99,,,X-ray diffraction,y,MYOGLOBIN (HORSE HEART) WILD-TYPE COMPLEXED WITH NITRIC OXIDE,"Copeland\, D.M.,Richter-Addo\, G.B.,West\, A.H.",Natural,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 1 21 1,,,,,,,,,,
1yow,2,Cell,120,,,Structural analyses reveal phosphatidyl inositols as ligands for the NR5 orphan receptors SF-1 and LRH-1.,10.1016/j.cell.2005.01.024,343-55,2005,15707893,"Krylova\, I.N.,Sablin\, E.P.,Xu\, R.X.,Waitt\, G.M.,MacKay\, J.A.,Juzumiene\, D.,Bynum\, J.M.,Madauss\, K.P.,Montana\, V.,Lebedeva\, L.,Suzawa\, M.,Williams\, J.D.,Williams\, S.P.,Guy\, R.K.,Thornton\, J.W.,Fletterick\, R.J.,Willson\, T.M.,Ingraham\, H.A.",REL,2018-01-31T01:00:00Z,2005-05-10T01:00:00Z,RCSB,RCSB,2005-01-28T01:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,human Steroidogenic Factor 1 LBD with bound Co-factor Peptide,"Krylova\, I.N.,MacKay\, J.A.,Sablin\, E.P.,Juzumiene\, D.,Willson\, T.M.,Moore\, J.,Lebedeva\, L.,Montana\, V.,Thornton\, J.W.,Xu\, R.X.,Waitt\, G.M.,Bynum\, J.M.,Guy\, R.K.,Williams\, J.D.,Ingraham\, H.A.,Williams\, S.P.,Madauss\, K.P.,Suzawa\, M.",Synthetic,CCD,ADSC QUANTUM 210,17-ID,Synchrotron,"Single wavelength,MAD",MAD,,P 41 21 2,,APS,,,,,,,"SODIUM CITRATE,LITHIUM SULFATE,POLYETHYLENE GLYCOL 3350",5.6
1hzu,1,J. Mol. Biol.,312,,,Domain swing upon His to Ala mutation in nitrite reductase of Pseudomonas aeruginosa.,10.1006/jmbi.2001.4986,541-54,2001,11563915,"Brown\, K.,Roig-Zamboni\, V.,Cutruzzola\, F.,Arese\, M.,Sun\, W.,Brunori\, M.,Cambillau\, C.,Tegoni\, M.",REL,2018-01-31T01:00:00Z,2001-09-26T01:00:00Z,RCSB,RCSB,2001-01-26T01:00:00Z,,,"PF13442,PF02239","Cytochrome_CBB3,Cytochrom_D1","Cytochrome-c,Beta_propeller","Cytochrome C oxidase\, cbb3-type\, subunit III,Cytochrome D1 heme domain","IPR011048,IPR009056,IPR036909","Cytochrome cd1-nitrite reductase-like\, haem d1 domain superfamily,Cytochrome c-like domain,Cytochrome c-like domain superfamily","2.140.10.20,1.10.760.10","Mainly Beta,Mainly Alpha","8 Propellor,Orthogonal Bundle","Methanol Dehydrogenase; Chain A,Cytochrome Bc1 Complex; Chain D\, domain 2","C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase,Cytochrome c","1.7.99.1,1.7.2.1","Hydroxylamine reductase,Nitrite reductase (NO-forming)","Ammonia:acceptor oxidoreductase,Nitric-oxide:ferricytochrome-c oxidoreductase","Oxidoreductases,Acting on other nitrogenous compounds as donors,With other acceptors,Hydroxylamine reductase,Oxidoreductases,Acting on other nitrogenous compounds as donors,With a cytochrome as acceptor,Nitrite reductase (NO-forming)","GO:0022900,GO:0055114,GO:0046872,GO:0016491,GO:0009055,GO:0050421,GO:0020037,GO:0050418,GO:0042597","electron transport chain,oxidation-reduction process","metal ion binding,oxidoreductase activity,electron transfer activity,nitrite reductase (NO-forming) activity,heme binding,hydroxylamine reductase activity",periplasmic space,"All beta proteins,All alpha proteins","8-bladed beta-propeller,Cytochrome c","C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase,Cytochrome c","C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase,N-terminal (heme c) domain of cytochrome cd1-nitrite reductase",P24474,NIRS_PSEAE,1.0,,,X-ray diffraction,y,DOMAIN SWING UPON HIS TO ALA MUTATION IN NITRITE REDUCTASE OF PSEUDOMONAS AERUGINOSA,"Brunori\, M.,Tegoni\, M.,Brown\, K.,Cutruzzola\, F.,Cambillau\, C.",Engineered,CCD,ADSC QUANTUM 4,ID14-2,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 43 2 2,,ESRF,,,,,,,,
1rb8,2,J. Mol. Biol.,337,,,The phiX174 protein J mediates DNA packaging and viral attachment to host cells.,10.1016/j.jmb.2004.02.033,1109-22,2004,15046981,"Bernal\, R.A.,Hafenstein\, S.,Esmeralda\, R.,Fane\, B.A.,Rossmann\, M.G.",REL,2018-01-31T01:00:00Z,2004-04-13T01:00:00Z,RCSB,RCSB,2003-11-03T01:00:00Z,,,PF02306,Phage_G,ssDNA_NP_VP,Major spike protein (G protein),"IPR003515,IPR016184","Major spike protein G,Capsid/spike protein\, ssDNA virus",2.60.120.20,Mainly Beta,Sandwich,Jelly Rolls,Jelly Rolls,,,,,"GO:0019048,GO:0016032,GO:0019062,GO:0046718,GO:0019012,GO:0019028","modulation by virus of host morphology or physiology,viral process,virion attachment to host cell,viral entry into host cell",,"virion,viral capsid",All beta proteins,Nucleoplasmin-like/VP (viral coat and capsid proteins),ssDNA viruses,Microviridae-like VP,P31281,G_BPAL3,1.0,,,X-ray diffraction,y,The phiX174 DNA binding protein J in two different capsid environments.,"Hafenstein\, S.,Esmeralda\, R.,Rossmann\, M.G.,Fane\, B.A.,Bernal\, R.A.",Natural,CCD,ADSC QUANTUM 4,14-BM-C,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,H 3,,APS,,,,,,,"POLYETHYLENE GLYCOL 8000,SODIUM CITRATE,GLYCEROL,SODIUM AZIDE,BETA-MERCAPTOETHANOL,SODIUM CHLORIDE",5.0
6enf,36,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF01245,Ribosomal_L19,KOW,Ribosomal protein L19,"IPR018257,IPR001857,IPR008991","Ribosomal protein L19\, conserved site,Ribosomal protein L19,Translation protein SH3-like domain superfamily",,,,,,,,,,"GO:0000027,GO:0070180,GO:0003735,GO:0003723,GO:0019843,GO:0005829,GO:0005840,GO:0030529,GO:0022625",ribosomal large subunit assembly,"large ribosomal subunit rRNA binding,structural constituent of ribosome,RNA binding,rRNA binding","cytosol,ribosome,intracellular ribonucleoprotein complex,cytosolic large ribosomal subunit",,,,,P0A7K6,RL19_ECOLI,0.99,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
5nro,2,Mol. Cell,69,,,Molecular Mechanism of J-Domain-Triggered ATP Hydrolysis by Hsp70 Chaperones.,10.1016/j.molcel.2017.12.003,227-237.e4,2017,29290615,"Kityk\, R.,Kopp\, J.,Mayer\, M.P.",REL,2018-01-31T01:00:00Z,2018-01-17T01:00:00Z,PDBE,PDBE,2017-04-25T01:00:00Z,,,PF00226,DnaJ,Chaperone-J,DnaJ domain,,,,,,,,,,,,,,,,,,,,P08622,DNAJ_ECOLI,0.28,,,X-ray diffraction,y,Structure of full-length DnaK with bound J-domain,"Kityk\, R.,Mayer\, M.P.,Kopp\, J.",Engineered,Pixel,DECTRIS PILATUS3 2M,ID23-1,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 62 2 2,,ESRF,,,,,,,,
1fiz,2,Structure,8,,,Effector sites in the three-dimensional structure of mammalian sperm beta-acrosin.,10.1016/S0969-2126(00)00523-2,1179-88,2000,11080640,"Tranter\, R.,Read\, J.A.,Jones\, R.,Brady\, R.L.",REL,2018-01-31T01:00:00Z,2000-11-08T01:00:00Z,RCSB,RCSB,2000-08-07T01:00:00Z,,,,,,,,,,,,,,3.4.21.10,Acrosin,-,"Hydrolases,Acting on peptide bonds (peptidases),Serine endopeptidases,Acrosin",,,,,All beta proteins,Trypsin-like serine proteases,Trypsin-like serine proteases,Eukaryotic proteases,P08001,ACRO_PIG,0.06,,,X-ray diffraction,y,THREE DIMENSIONAL STRUCTURE OF BETA-ACROSIN FROM BOAR SPERMATOZOA,"Read\, J.A.,Brady\, R.L.,Jones\, R.,Tranter\, R.",Natural,CCD,ADSC QUANTUM 4,PX14.1,Synchrotron,Single wavelength,,,P 43 3 2,,SRS,,,,,,,,
6enf,16,Mol. Cell,68,,,Structural Basis for Polyproline-Mediated Ribosome Stalling and Rescue by the Translation Elongation Factor EF-P.,10.1016/j.molcel.2017.10.014,515-527.e6,2017,29100052,"Huter\, P.,Arenz\, S.,Bock\, L.V.,Graf\, M.,Frister\, J.O.,Heuer\, A.,Peil\, L.,Starosta\, A.L.,Wohlgemuth\, I.,Peske\, F.,Novacek\, J.,Berninghausen\, O.,Grubmuller\, H.,Tenson\, T.,Beckmann\, R.,Rodnina\, M.V.,Vaiana\, A.C.,Wilson\, D.N.",REL,2018-01-31T01:00:00Z,2017-11-22T01:00:00Z,PDBE,PDBE,2017-10-04T01:00:00Z,,,PF00886,Ribosomal_S16,,Ribosomal protein S16,"IPR023803,IPR020592,IPR000307","Ribosomal protein S16 domain superfamily,Ribosomal protein S16\, conserved site,Ribosomal protein S16",,,,,,,,,,"GO:0006412,GO:0090305,GO:0006259,GO:0000028,GO:0004520,GO:0016787,GO:0003735,GO:0004518,GO:0000400,GO:0004519,GO:0022627,GO:0030529,GO:0005840","translation,nucleic acid phosphodiester bond hydrolysis,DNA metabolic process,ribosomal small subunit assembly","endodeoxyribonuclease activity,hydrolase activity,structural constituent of ribosome,nuclease activity,four-way junction DNA binding,endonuclease activity","cytosolic small ribosomal subunit,intracellular ribonucleoprotein complex,ribosome",,,,,P0A7T3,RS16_ECOLI,1.0,,emd-3898,Electron Microscopy,,Cryo-EM structure of a polyproline-stalled ribosome in the absence of EF-P,"Wilson\, D.N.,Arenz\, S.,Huter\, P.",Natural,,,,,,,,P 1,,,,,,,,,,
5w05,1,MAbs,,,,Structural insights into humanization of anti-tissue factor antibody 10H10.,10.1080/19420862.2017.1412026,1-9,2017,29283291,"Teplyakov\, A.,Obmolova\, G.,Malia\, T.J.,Raghunathan\, G.,Martinez\, C.,Fransson\, J.,Edwards\, W.,Connor\, J.,Husovsky\, M.,Beck\, H.,Chi\, E.,Fenton\, S.,Zhou\, H.,Almagro\, J.C.,Gilliland\, G.L.",REL,2018-01-31T01:00:00Z,2017-06-14T01:00:00Z,RCSB,RCSB,2017-05-30T01:00:00Z,,,,,,,"IPR003597,IPR003006,IPR003599,IPR013783,IPR013106,IPR036179,IPR007110","Immunoglobulin C1-set,Immunoglobulin/major histocompatibility complex\, conserved site,Immunoglobulin subtype,Immunoglobulin-like fold,Immunoglobulin V-set domain,Immunoglobulin-like domain superfamily,Immunoglobulin-like domain",,,,,,,,,,,,,,,,,,,,,,,X-ray diffraction,y,"ANTI-TISSUE FACTOR ANTIBODY M59, A HUMANIZED VERSION OF 10H10","Teplyakov\, A.,Gilliland\, G.L.,Obmolova\, G.,Malia\, T.J.",Engineered,CCD,RIGAKU SATURN 944,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 21,,,,,,,,,,
5q0q,1,J. Comput. Aided Mol. Des.,32,,,"D3R Grand Challenge 2: blind prediction of protein-ligand poses, affinity rankings, and relative binding free energies.",10.1007/s10822-017-0088-4,1-20,2017,29204945,"Gaieb\, Z.,Liu\, S.,Gathiaka\, S.,Chiu\, M.,Yang\, H.,Shao\, C.,Feher\, V.A.,Walters\, W.P.,Kuhn\, B.,Rudolph\, M.G.,Burley\, S.K.,Gilson\, M.K.,Amaro\, R.E.",REL,2018-01-31T01:00:00Z,2017-07-05T01:00:00Z,RCSB,RCSB,2017-05-31T01:00:00Z,,,PF00104,Hormone_recep,,Ligand-binding domain of nuclear hormone receptor,"IPR035500,IPR000536,IPR001728,IPR001723","Nuclear hormone receptor-like domain superfamily,Nuclear hormone receptor\, ligand-binding domain,Thyroid hormone receptor,Nuclear hormone receptor",,,,,,,,,,"GO:0006355,GO:0043401,GO:0004887,GO:0003707,GO:0003677,GO:0005634","regulation of transcription\, DNA-templated,steroid hormone mediated signaling pathway","thyroid hormone receptor activity,steroid hormone receptor activity,DNA binding",nucleus,,,,,Q96RI1,NR1H4_HUMAN,"0.47,0.47",,,X-ray diffraction,y,Ligand binding to FARNESOID-X-RECEPTOR,"Rudolph\, M.G.,Kuhn\, B.,Shao\, C.,Burley\, S.K.,Ruf\, A.,Burger\, D.,Joseph\, C.,Yang\, H.,Benz\, J.,Thoma\, R.",Engineered,CCD,MARMOSAIC 225 mm CCD,X10SA,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,,P 21 21 2,,SLS,,,,MR,,,,
